t,v,vw,o,c,h,l,n
2024-11-01 01:14:00+00:00,1.6009818,70237.0133,70248.64,70231.95,70331.0,70219.8,161
2024-11-01 01:15:00+00:00,1.7609694000000007,70213.7756,70231.6,70201.41,70327.0,70201.39,233
2024-11-01 01:16:00+00:00,1.6666724399999995,70210.8242,70201.39,70212.0,70225.4,70201.39,103
2024-11-01 01:17:00+00:00,1.5972576900000008,70182.5025,70207.3,70161.62,70305.0,70152.87,231
2024-11-01 01:18:00+00:00,1.7965349499999992,70155.2415,70161.61,70155.45,70272.0,70132.69,155
2024-11-01 01:19:00+00:00,4.907163879999998,70120.0984,70155.45,70083.72,70246.0,70083.72,252
2024-11-01 01:20:00+00:00,9.793685700000001,70074.9255,70083.72,70035.31,70210.0,70034.25,279
2024-11-01 01:21:00+00:00,15.14660240999998,70015.67,70035.31,70009.1,70139.0,69990.67,434
2024-11-01 01:22:00+00:00,7.63675014,69976.68,70009.1,69950.48,70085.0,69950.48,322
2024-11-01 01:23:00+00:00,15.955555319999975,69973.862,69950.48,69989.1,70057.0,69906.31,542
2024-11-01 01:24:00+00:00,7.845215660000001,69995.6479,69989.1,69980.25,70097.0,69958.8,613
2024-11-01 01:25:00+00:00,3.5486441100000037,69951.8074,70076.0,69944.59,70076.0,69929.07,302
2024-11-01 01:26:00+00:00,3.612370339999999,69943.5405,69944.49,69951.54,69960.74,69923.29,318
2024-11-01 01:27:00+00:00,4.052321280000001,69953.5108,69951.55,69969.17,69970.03,69942.48,328
2024-11-01 01:28:00+00:00,6.5201446999999995,69947.5808,69968.01,69940.14,69968.01,69928.07,312
2024-11-01 01:29:00+00:00,3.1887390999999985,69942.7745,69958.9,69939.02,69958.9,69933.17,279
2024-11-01 01:30:00+00:00,28.750641689999988,69902.9119,69939.01,69846.16,70044.0,69846.16,783
2024-11-01 01:31:00+00:00,40.651810349999984,69705.3032,69848.73,69639.03,69968.0,69611.0,1409
2024-11-01 01:32:00+00:00,67.90879646999988,69591.401,69639.03,69563.1,69800.0,69500.0,1826
2024-11-01 01:33:00+00:00,94.64156775999996,69485.9888,69563.1,69611.01,69695.0,69420.0,1914
2024-11-01 01:34:00+00:00,30.79817200000004,69619.0023,69611.02,69629.98,69727.0,69547.3,818
2024-11-01 01:35:00+00:00,23.960716910000084,69677.6515,69630.04,69789.38,69855.0,69588.88,866
2024-11-01 01:36:00+00:00,6.996992949999999,69757.4943,69724.9,69826.1,69920.0,69708.52,578
2024-11-01 01:37:00+00:00,19.629230299999982,69801.9799,69826.1,69735.4,69905.0,69715.18,520
2024-11-01 01:38:00+00:00,3.4391602500000027,69751.5757,69735.41,69782.06,69849.0,69715.13,308
2024-11-01 01:39:00+00:00,4.509420880000003,69740.2088,69775.15,69763.1,69839.0,69710.66,408
2024-11-01 01:40:00+00:00,11.147639589999986,69721.7521,69726.23,69701.75,69833.0,69672.12,478
2024-11-01 01:41:00+00:00,3.5376208700000067,69723.7389,69694.69,69753.07,69850.0,69652.87,389
2024-11-01 01:42:00+00:00,9.777105239999981,69777.3222,69769.25,69834.39,69916.0,69749.9,510
2024-11-01 01:43:00+00:00,7.460657510000006,69854.1513,69834.4,69858.38,69918.0,69813.62,357
2024-11-01 01:44:00+00:00,3.14250706,69828.7197,69859.0,69820.93,69919.0,69803.35,286
2024-11-01 01:45:00+00:00,4.83611872,69833.5311,69820.93,69865.31,69933.0,69800.05,283
2024-11-01 01:46:00+00:00,12.435566249999981,69918.7808,69933.0,69896.01,70022.0,69857.4,460
2024-11-01 01:47:00+00:00,9.726163080000001,69858.7258,69896.01,69826.67,70000.0,69821.04,342
2024-11-01 01:48:00+00:00,16.536665399999986,69768.9199,69825.91,69752.58,69934.0,69735.49,533
2024-11-01 01:49:00+00:00,13.266163169999995,69699.8291,69747.65,69679.7,69861.0,69663.02,421
2024-11-01 01:50:00+00:00,75.44773972999988,69477.5406,69680.46,69402.62,69798.0,69360.26,1560
2024-11-01 01:51:00+00:00,67.23541944000011,69465.7309,69401.08,69568.0,69638.0,69377.33,1035
2024-11-01 01:52:00+00:00,8.327132499999996,69587.6203,69570.14,69583.36,69702.0,69533.7,479
2024-11-01 01:53:00+00:00,19.1730879,69523.7395,69583.37,69519.25,69665.0,69485.41,737
2024-11-01 01:54:00+00:00,5.2464763100000065,69498.5746,69550.1,69527.42,69613.0,69455.0,470
2024-11-01 01:55:00+00:00,23.87186005000001,69463.3432,69534.9,69452.32,69613.0,69433.32,763
2024-11-01 01:56:00+00:00,73.17688863000012,69321.0174,69452.3,69231.48,69563.0,69208.43,1907
2024-11-01 01:57:00+00:00,22.96220241000001,69329.6771,69234.58,69301.33,69448.0,69234.58,760
2024-11-01 01:58:00+00:00,29.778074250000014,69289.5166,69301.33,69308.35,69417.0,69255.18,524
2024-11-01 01:59:00+00:00,17.83047361,69325.5359,69314.82,69421.0,69421.0,69283.11,554
2024-11-01 02:00:00+00:00,28.088964869999973,69366.8964,69316.7,69371.6,69498.0,69264.75,615
2024-11-01 02:01:00+00:00,22.550438059999994,69378.606,69377.53,69380.61,69506.0,69350.0,569
2024-11-01 02:02:00+00:00,3.934484320000001,69412.5337,69388.22,69378.38,69507.0,69368.6,313
2024-11-01 02:03:00+00:00,68.40566211000005,69234.0291,69374.89,69134.62,69466.0,69111.31,1667
2024-11-01 02:04:00+00:00,59.80771582000014,69111.4635,69127.1,69037.58,69226.0,69020.72,1363
2024-11-01 02:05:00+00:00,42.478278200000084,69111.2963,69037.58,69116.2,69231.0,69037.58,952
2024-11-01 02:06:00+00:00,21.57155294999999,69100.396,69229.0,69020.72,69229.0,69020.01,753
2024-11-01 02:07:00+00:00,18.82124890999998,69049.0311,69020.71,69024.06,69150.0,69005.0,769
2024-11-01 02:08:00+00:00,55.64316864999995,69004.6461,69025.59,68970.3,69135.0,68961.15,1219
2024-11-01 02:09:00+00:00,90.04466840999999,68924.4566,68979.46,68935.29,69082.0,68888.2,1327
2024-11-01 02:10:00+00:00,60.78266103999994,68874.4184,68926.26,68797.98,69012.0,68770.0,1685
2024-11-01 02:11:00+00:00,35.58110994000016,68809.0763,68799.88,68908.6,69030.0,68750.37,1104
2024-11-01 02:12:00+00:00,15.281340649999969,68878.1829,68913.73,68831.34,69015.0,68790.4,624
2024-11-01 02:13:00+00:00,12.585034729999993,68820.6696,68836.85,68824.4,68933.0,68788.34,489
2024-11-01 02:14:00+00:00,8.08618264000001,68887.2908,68920.0,68954.52,69030.0,68802.86,524
2024-11-01 02:15:00+00:00,16.117062129999994,69027.4973,68954.53,69000.0,69150.0,68945.1,645
2024-11-01 02:16:00+00:00,17.916238149999984,69095.8042,68989.81,69130.45,69194.0,68987.73,488
2024-11-01 02:17:00+00:00,12.380736709999983,69093.7479,69133.63,69146.89,69208.0,69047.57,503
2024-11-01 02:18:00+00:00,6.441525570000002,69146.4362,69146.88,69134.7,69248.0,69121.43,417
2024-11-01 02:19:00+00:00,5.466166800000009,69175.5805,69134.7,69166.17,69277.0,69128.2,350
2024-11-01 02:20:00+00:00,6.399544170000002,69183.9442,69161.25,69196.0,69272.0,69152.3,417
2024-11-01 02:21:00+00:00,14.640523589999992,69212.9215,69194.07,69223.62,69304.0,69168.0,425
2024-11-01 02:22:00+00:00,12.804150799999993,69243.3605,69223.62,69235.97,69355.0,69196.72,435
2024-11-01 02:23:00+00:00,4.803283740000004,69206.1653,69240.08,69149.04,69336.0,69146.9,473
2024-11-01 02:24:00+00:00,9.339648359999995,69172.2575,69146.89,69212.72,69284.0,69128.74,440
2024-11-01 02:25:00+00:00,11.339556399999994,69188.726,69212.71,69220.0,69302.0,69148.4,439
2024-11-01 02:26:00+00:00,7.08825419,69213.4629,69219.99,69161.05,69328.0,69157.26,347
2024-11-01 02:27:00+00:00,9.20117745,69202.0169,69166.65,69228.09,69328.0,69153.2,345
2024-11-01 02:28:00+00:00,5.45143396,69221.4126,69226.29,69262.06,69342.0,69175.01,345
2024-11-01 02:29:00+00:00,5.568237500000004,69283.0519,69263.99,69291.03,69420.0,69231.5,367
2024-11-01 02:30:00+00:00,3.49020357,69268.2515,69284.5,69260.95,69386.0,69242.3,272
2024-11-01 02:31:00+00:00,3.783781719999999,69229.2115,69261.38,69259.98,69356.0,69202.93,340
2024-11-01 02:32:00+00:00,2.6013793099999973,69247.2158,69259.98,69222.99,69344.0,69211.52,308
2024-11-01 02:33:00+00:00,3.0045487400000015,69252.2601,69222.99,69268.04,69352.0,69222.99,302
2024-11-01 02:34:00+00:00,5.9423381300000075,69305.1598,69271.81,69330.59,69417.0,69242.0,314
2024-11-01 02:35:00+00:00,11.483689819999995,69303.6255,69331.28,69328.48,69408.0,69274.12,398
2024-11-01 02:36:00+00:00,8.780414090000003,69330.6173,69399.0,69324.57,69431.0,69301.32,353
2024-11-01 02:37:00+00:00,8.186016800000006,69327.496,69324.57,69343.38,69432.0,69306.74,296
2024-11-01 02:38:00+00:00,9.453044369999997,69373.0744,69347.86,69364.85,69464.0,69324.6,319
2024-11-01 02:39:00+00:00,18.89891219000001,69390.2441,69364.86,69376.61,69484.0,69340.9,510
2024-11-01 02:40:00+00:00,9.1188824,69368.3996,69376.61,69340.45,69479.0,69327.34,417
2024-11-01 02:41:00+00:00,6.293726100000003,69343.0379,69337.01,69359.69,69360.5,69327.38,266
2024-11-01 02:42:00+00:00,16.71480255999999,69344.7965,69346.0,69276.01,69437.0,69276.01,466
2024-11-01 02:43:00+00:00,6.89416409,69289.4603,69276.02,69266.97,69394.0,69240.0,280
2024-11-01 02:44:00+00:00,1.792775620000001,69252.726,69269.42,69222.18,69347.0,69219.66,254
2024-11-01 02:45:00+00:00,6.079875249999991,69230.4204,69222.17,69183.24,69337.0,69180.7,336
2024-11-01 02:46:00+00:00,3.8844993199999984,69201.1232,69183.24,69189.88,69301.0,69182.1,262
2024-11-01 02:47:00+00:00,2.51456389,69174.622,69189.91,69157.6,69296.0,69154.08,272
2024-11-01 02:48:00+00:00,2.272765140000003,69156.739,69158.77,69138.97,69269.0,69133.44,199
2024-11-01 02:49:00+00:00,11.958830809999984,69107.5541,69247.0,69065.18,69247.0,69064.92,469
2024-11-01 02:50:00+00:00,10.932154200000006,69108.6812,69185.0,69174.75,69252.0,69042.26,382
2024-11-01 02:51:00+00:00,12.680898549999988,69211.9091,69174.74,69273.31,69340.0,69114.0,444
2024-11-01 02:52:00+00:00,2.4443476000000013,69285.4258,69273.3,69281.94,69374.0,69267.74,247
2024-11-01 02:53:00+00:00,2.811554530000001,69278.1986,69281.94,69288.95,69373.0,69246.21,262
2024-11-01 02:54:00+00:00,7.905236470000005,69332.8068,69288.95,69341.23,69433.0,69276.6,340
2024-11-01 02:55:00+00:00,2.2814465799999994,69356.5046,69336.59,69380.88,69457.0,69325.68,252
2024-11-01 02:56:00+00:00,13.044042789999995,69450.5763,69383.38,69473.27,69568.0,69341.0,366
2024-11-01 02:57:00+00:00,19.098637879999988,69472.9793,69473.27,69488.63,69583.0,69434.25,459
2024-11-01 02:58:00+00:00,2.1946528599999997,69468.0562,69488.63,69444.74,69579.0,69441.8,246
2024-11-01 02:59:00+00:00,1.4103954099999998,69469.9039,69444.74,69497.55,69574.0,69444.73,184
2024-11-01 03:00:00+00:00,6.114434539999999,69492.2772,69494.4,69498.54,69589.0,69475.0,306
2024-11-01 03:01:00+00:00,15.076697389999989,69488.13,69498.54,69462.17,69589.0,69445.01,432
2024-11-01 03:02:00+00:00,3.1185604400000004,69447.2302,69458.67,69439.49,69557.0,69431.68,241
2024-11-01 03:03:00+00:00,2.941021239999998,69441.1367,69436.38,69436.39,69558.0,69429.2,203
2024-11-01 03:04:00+00:00,5.445886320000003,69435.8658,69436.39,69435.87,69530.0,69408.19,237
2024-11-01 03:05:00+00:00,3.7201218700000016,69438.894,69435.87,69486.1,69557.0,69408.19,266
2024-11-01 03:06:00+00:00,4.183751999999999,69516.3864,69486.1,69486.11,69593.0,69470.9,265
2024-11-01 03:07:00+00:00,5.562025590000002,69491.6392,69486.11,69501.27,69592.0,69465.68,249
2024-11-01 03:08:00+00:00,5.620622070000002,69532.5643,69501.28,69553.0,69622.0,69498.24,283
2024-11-01 03:09:00+00:00,5.55464153,69545.7065,69553.0,69545.78,69624.0,69519.5,196
2024-11-01 03:10:00+00:00,14.043548349999986,69549.3629,69545.5,69520.78,69629.0,69520.78,394
2024-11-01 03:11:00+00:00,3.0356200500000026,69521.6868,69517.89,69522.62,69625.0,69495.95,189
2024-11-01 03:12:00+00:00,6.537571440000004,69500.2246,69522.62,69518.2,69604.0,69476.47,215
2024-11-01 03:13:00+00:00,2.1748681600000004,69497.4346,69489.18,69472.27,69592.0,69469.2,247
2024-11-01 03:14:00+00:00,4.658380120000007,69455.7151,69472.34,69480.28,69558.0,69441.64,270
2024-11-01 03:15:00+00:00,6.2111611400000015,69484.4806,69480.28,69510.04,69573.0,69460.36,300
2024-11-01 03:16:00+00:00,12.49395592,69511.533,69511.56,69548.2,69605.0,69481.2,250
2024-11-01 03:17:00+00:00,10.677296129999993,69540.4606,69548.2,69528.62,69558.61,69516.9,286
2024-11-01 03:18:00+00:00,1.2959520499999997,69547.0095,69530.0,69557.21,69557.21,69530.0,134
2024-11-01 03:19:00+00:00,6.394079169999992,69594.8582,69557.2,69577.92,69639.0,69544.19,308
2024-11-01 03:20:00+00:00,16.55289766999999,69561.5295,69577.92,69561.14,69581.06,69550.3,320
2024-11-01 03:21:00+00:00,2.6953280500000005,69551.1738,69558.5,69562.59,69638.0,69532.96,217
2024-11-01 03:22:00+00:00,3.975198180000003,69568.9113,69562.59,69564.24,69639.0,69542.7,258
2024-11-01 03:23:00+00:00,2.4350251600000012,69590.0956,69550.8,69596.42,69652.0,69550.8,175
2024-11-01 03:24:00+00:00,6.315580399999999,69613.3697,69652.0,69593.89,69681.0,69579.1,274
2024-11-01 03:25:00+00:00,3.3316013999999994,69602.2456,69593.89,69633.6,69686.0,69582.3,174
2024-11-01 03:26:00+00:00,15.123821709999996,69600.9101,69633.54,69594.21,69697.0,69584.89,236
2024-11-01 03:27:00+00:00,3.32631053,69574.8548,69594.21,69553.9,69671.0,69543.95,206
2024-11-01 03:28:00+00:00,1.7175174300000005,69566.1111,69553.9,69570.32,69640.0,69549.74,155
2024-11-01 03:29:00+00:00,3.0609184199999993,69562.1153,69570.31,69564.37,69641.0,69548.65,216
2024-11-01 03:30:00+00:00,3.789440210000001,69570.955,69564.36,69592.05,69642.0,69554.76,207
2024-11-01 03:31:00+00:00,3.0327268399999987,69566.054,69592.05,69531.36,69666.0,69531.36,167
2024-11-01 03:32:00+00:00,1.745191960000001,69536.9901,69531.37,69522.93,69626.0,69518.61,190
2024-11-01 03:33:00+00:00,3.8148456799999986,69544.8649,69523.01,69540.94,69562.15,69523.01,215
2024-11-01 03:34:00+00:00,1.545117330000001,69538.3194,69545.5,69545.5,69624.0,69523.16,252
2024-11-01 03:35:00+00:00,4.218661159999998,69509.1327,69534.72,69509.72,69619.0,69490.32,230
2024-11-01 03:36:00+00:00,10.131519589999998,69481.8149,69509.72,69445.87,69589.0,69444.09,404
2024-11-01 03:37:00+00:00,9.366947080000003,69451.5744,69445.87,69472.49,69557.0,69436.44,263
2024-11-01 03:38:00+00:00,6.467275840000005,69477.8975,69469.07,69480.0,69485.0,69460.79,299
2024-11-01 03:39:00+00:00,10.299135699999999,69481.5502,69480.0,69444.39,69556.0,69434.82,296
2024-11-01 03:40:00+00:00,28.07869456,69410.9444,69443.84,69397.99,69535.0,69394.09,414
2024-11-01 03:41:00+00:00,10.673804759999983,69405.2226,69397.98,69398.01,69502.0,69381.85,311
2024-11-01 03:42:00+00:00,12.196429690000002,69377.0777,69495.0,69381.02,69495.0,69371.22,234
2024-11-01 03:43:00+00:00,1.6066731600000002,69379.8271,69380.93,69375.09,69486.0,69372.6,175
2024-11-01 03:44:00+00:00,1.3763953200000003,69373.6172,69375.09,69380.29,69480.0,69365.88,111
2024-11-01 03:45:00+00:00,1.7121168899999997,69380.9866,69378.91,69364.53,69481.0,69364.32,270
2024-11-01 03:46:00+00:00,2.5955739000000015,69351.2304,69364.33,69328.82,69470.0,69321.11,184
2024-11-01 03:47:00+00:00,5.697596900000003,69337.0652,69328.82,69334.19,69432.0,69321.11,319
2024-11-01 03:48:00+00:00,16.191274249999978,69318.6247,69349.7,69308.22,69427.0,69288.18,482
2024-11-01 03:49:00+00:00,1.9661298299999999,69327.4186,69308.22,69341.3,69402.0,69306.64,223
2024-11-01 03:50:00+00:00,3.981913509999998,69335.4986,69341.3,69313.33,69350.74,69313.32,284
2024-11-01 03:51:00+00:00,3.9303488699999973,69283.0847,69313.32,69275.63,69402.0,69264.27,208
2024-11-01 03:52:00+00:00,9.26907665999999,69295.2185,69275.63,69297.53,69411.0,69274.19,299
2024-11-01 03:53:00+00:00,9.70350602,69278.4725,69297.53,69253.11,69391.0,69250.0,275
2024-11-01 03:54:00+00:00,8.66106659,69249.8795,69269.9,69248.81,69372.0,69241.48,243
2024-11-01 03:55:00+00:00,11.623896989999984,69273.0821,69248.82,69315.2,69389.0,69248.82,515
2024-11-01 03:56:00+00:00,9.855410659999997,69319.6503,69315.1,69312.91,69398.0,69303.37,317
2024-11-01 03:57:00+00:00,9.626450759999999,69285.7786,69312.91,69273.6,69398.0,69262.42,307
2024-11-01 03:58:00+00:00,3.4519035100000024,69274.6615,69281.98,69269.88,69304.6,69268.09,234
2024-11-01 03:59:00+00:00,5.281923339999998,69265.5332,69269.88,69275.71,69373.0,69255.23,222
2024-11-01 04:00:00+00:00,4.994827670000004,69263.4521,69294.8,69258.25,69374.0,69250.04,302
2024-11-01 04:01:00+00:00,3.3050755300000016,69263.8283,69269.9,69264.57,69368.0,69258.25,170
2024-11-01 04:02:00+00:00,2.2132819800000005,69262.8268,69266.01,69254.39,69362.0,69252.67,210
2024-11-01 04:03:00+00:00,7.164595789999998,69264.4359,69254.39,69264.7,69367.0,69254.39,213
2024-11-01 04:04:00+00:00,8.605904279999999,69266.9047,69266.5,69275.58,69357.0,69262.7,171
2024-11-01 04:05:00+00:00,1.8571694399999998,69270.288,69275.58,69271.59,69275.58,69263.42,102
2024-11-01 04:06:00+00:00,21.13639668999998,69298.7061,69271.59,69285.01,69389.0,69271.59,390
2024-11-01 04:07:00+00:00,5.542120909999996,69296.9014,69285.01,69310.7,69381.0,69280.1,198
2024-11-01 04:08:00+00:00,9.775673900000003,69345.6315,69310.76,69353.18,69421.0,69310.76,216
2024-11-01 04:09:00+00:00,2.5255583500000003,69352.458,69353.18,69343.6,69356.4,69336.06,130
2024-11-01 04:10:00+00:00,10.479300280000006,69318.8162,69336.08,69309.48,69426.0,69287.65,270
2024-11-01 04:11:00+00:00,2.293929660000001,69328.6961,69311.46,69323.81,69408.0,69306.79,184
2024-11-01 04:12:00+00:00,9.057102509999996,69325.5878,69323.81,69328.11,69408.0,69312.57,224
2024-11-01 04:13:00+00:00,7.436958370000005,69331.5804,69328.11,69316.91,69408.0,69309.32,250
2024-11-01 04:14:00+00:00,5.636147430000003,69320.9276,69316.91,69341.72,69343.7,69316.9,147
2024-11-01 04:15:00+00:00,5.707287079999995,69329.7731,69341.71,69319.67,69413.0,69313.32,227
2024-11-01 04:16:00+00:00,6.089597760000003,69326.4426,69319.67,69324.33,69343.7,69314.77,212
2024-11-01 04:17:00+00:00,7.859928280000003,69334.777,69324.33,69352.88,69424.0,69324.33,218
2024-11-01 04:18:00+00:00,5.3999909799999966,69347.2121,69352.88,69358.75,69427.0,69335.93,167
2024-11-01 04:19:00+00:00,4.457587700000002,69367.4762,69358.76,69368.02,69474.0,69343.6,188
2024-11-01 04:20:00+00:00,7.825605229999997,69353.0859,69363.8,69342.9,69454.0,69336.82,242
2024-11-01 04:21:00+00:00,29.338105760000012,69326.3455,69337.69,69291.41,69447.0,69291.41,485
2024-11-01 04:22:00+00:00,17.75515254,69281.531,69407.0,69281.44,69407.0,69269.34,211
