t,v,vw,o,c,h,l,n
2024-12-01 00:45:00+00:00,2.5938833200000007,96387.5376,96325.07,96427.29,96447.0,96322.65,342
2024-12-01 00:46:00+00:00,3.3317037099999998,96402.4455,96427.29,96397.05,96463.0,96355.6,338
2024-12-01 00:47:00+00:00,8.521827829999998,96401.207,96397.05,96393.6,96485.0,96357.74,445
2024-12-01 00:48:00+00:00,6.998741999999997,96388.6661,96393.59,96400.01,96460.0,96324.85,482
2024-12-01 00:49:00+00:00,4.975315490000002,96399.5001,96395.91,96475.05,96496.0,96354.04,436
2024-12-01 00:50:00+00:00,3.931729879999999,96434.9378,96475.03,96445.47,96496.0,96402.9,323
2024-12-01 00:51:00+00:00,4.025890350000001,96452.2926,96445.48,96433.05,96500.0,96410.9,325
2024-12-01 00:52:00+00:00,2.09328685,96393.0893,96433.05,96424.73,96485.0,96351.1,371
2024-12-01 00:53:00+00:00,4.178119579999999,96456.4541,96424.73,96457.56,96515.0,96411.0,353
2024-12-01 00:54:00+00:00,2.6824742099999996,96474.0499,96461.86,96485.16,96499.99,96438.3,281
2024-12-01 00:55:00+00:00,0.8302924500000003,96455.8381,96482.52,96430.17,96515.0,96414.38,287
2024-12-01 00:56:00+00:00,2.8653829200000014,96469.4667,96438.5,96457.71,96485.58,96430.16,318
2024-12-01 00:57:00+00:00,1.5091093999999998,96424.7792,96457.7,96377.49,96508.0,96377.49,300
2024-12-01 00:58:00+00:00,2.4490268200000016,96376.0376,96377.51,96345.91,96468.0,96335.64,317
2024-12-01 00:59:00+00:00,7.9479016799999975,96377.3166,96339.37,96388.61,96451.0,96339.37,364
2024-12-01 01:00:00+00:00,3.884242860000001,96394.0749,96388.61,96386.48,96447.0,96354.33,430
2024-12-01 01:01:00+00:00,6.769018410000006,96383.64,96386.48,96434.64,96451.0,96357.0,375
2024-12-01 01:02:00+00:00,5.758576190000004,96433.3961,96434.63,96391.77,96468.0,96379.53,369
2024-12-01 01:03:00+00:00,2.060548189999997,96392.0885,96391.77,96382.14,96414.22,96368.46,335
2024-12-01 01:04:00+00:00,17.338032119999987,96267.0867,96382.2,96218.85,96452.0,96201.0,763
2024-12-01 01:05:00+00:00,3.0680844299999945,96213.8079,96218.84,96201.48,96301.0,96187.03,421
2024-12-01 01:06:00+00:00,9.092066340000006,96213.7358,96201.48,96208.52,96300.0,96180.0,502
2024-12-01 01:07:00+00:00,1.4725705199999999,96227.7024,96206.03,96255.51,96301.0,96183.97,358
2024-12-01 01:08:00+00:00,2.696715229999996,96273.0224,96255.5,96276.38,96301.0,96204.0,351
2024-12-01 01:09:00+00:00,10.645498800000015,96264.3357,96301.0,96245.85,96301.0,96204.0,576
2024-12-01 01:10:00+00:00,5.900264810000002,96291.7017,96245.84,96260.45,96326.0,96242.1,516
2024-12-01 01:11:00+00:00,1.2760428599999993,96269.9405,96253.48,96302.37,96327.0,96241.41,349
2024-12-01 01:12:00+00:00,1.9820692999999991,96281.7983,96295.98,96254.94,96352.0,96245.55,380
2024-12-01 01:13:00+00:00,3.5234501199999984,96253.7171,96304.9,96233.77,96326.0,96230.01,397
2024-12-01 01:14:00+00:00,2.1230959599999997,96277.0958,96233.75,96292.8,96306.13,96230.0,389
2024-12-01 01:15:00+00:00,2.4330825200000006,96265.3713,96286.57,96221.04,96325.0,96221.0,345
2024-12-01 01:16:00+00:00,3.714284260000003,96235.4394,96224.48,96230.08,96311.0,96205.53,379
2024-12-01 01:17:00+00:00,1.7647399000000001,96230.7171,96230.08,96225.5,96300.0,96214.6,311
2024-12-01 01:18:00+00:00,0.9944116600000003,96221.8584,96272.5,96220.92,96300.0,96203.06,323
2024-12-01 01:19:00+00:00,3.937642009999999,96255.3577,96220.91,96243.32,96302.0,96205.23,370
2024-12-01 01:20:00+00:00,1.8524859099999988,96263.4573,96243.32,96300.85,96312.0,96229.59,320
2024-12-01 01:21:00+00:00,1.0559378799999997,96348.477,96300.86,96393.91,96422.0,96272.7,388
2024-12-01 01:22:00+00:00,2.6872929199999986,96361.5615,96393.9,96367.06,96421.0,96339.5,352
2024-12-01 01:23:00+00:00,1.5334197399999987,96412.76,96367.05,96457.81,96469.0,96344.0,368
2024-12-01 01:24:00+00:00,2.8437902699999977,96471.3723,96457.81,96448.08,96516.0,96441.1,371
2024-12-01 01:25:00+00:00,3.079625469999999,96464.1082,96448.07,96470.04,96482.57,96448.07,366
2024-12-01 01:26:00+00:00,5.337620090000001,96474.3394,96515.0,96471.67,96515.0,96448.09,298
2024-12-01 01:27:00+00:00,1.0847501099999997,96472.4741,96471.67,96496.29,96517.0,96452.57,260
2024-12-01 01:28:00+00:00,2.5831808599999975,96486.4033,96496.3,96473.64,96545.0,96463.59,328
2024-12-01 01:29:00+00:00,0.9439196599999999,96463.1846,96472.04,96471.66,96537.0,96453.49,217
2024-12-01 01:30:00+00:00,4.009265570000001,96484.0349,96471.67,96448.1,96537.0,96448.09,324
2024-12-01 01:31:00+00:00,1.0578591899999996,96471.3426,96448.1,96480.36,96532.0,96447.06,306
2024-12-01 01:32:00+00:00,2.6045919499999974,96483.8242,96480.35,96492.97,96535.0,96458.76,275
2024-12-01 01:33:00+00:00,10.09557738,96506.0368,96492.97,96515.19,96549.0,96471.2,371
2024-12-01 01:34:00+00:00,11.557234929999991,96508.0192,96515.18,96502.72,96566.0,96472.9,390
2024-12-01 01:35:00+00:00,1.184388700000001,96497.1242,96496.32,96518.52,96555.0,96472.9,264
2024-12-01 01:36:00+00:00,1.934477550000001,96522.6644,96518.52,96506.62,96582.0,96472.9,258
2024-12-01 01:37:00+00:00,6.55615747,96490.9074,96506.63,96488.41,96581.0,96472.7,312
2024-12-01 01:38:00+00:00,5.243500779999994,96441.2077,96488.55,96468.0,96552.0,96406.66,342
2024-12-01 01:39:00+00:00,1.34834142,96435.3945,96406.67,96460.43,96467.9,96406.67,268
2024-12-01 01:40:00+00:00,1.11646075,96442.8188,96460.44,96426.3,96464.8,96423.74,272
2024-12-01 01:41:00+00:00,1.1243123799999997,96451.4225,96426.3,96495.99,96527.0,96426.29,331
2024-12-01 01:42:00+00:00,2.8088869400000016,96493.7548,96495.98,96481.93,96553.0,96451.61,333
2024-12-01 01:43:00+00:00,1.4574494999999992,96481.1888,96481.92,96503.4,96559.0,96462.74,305
2024-12-01 01:44:00+00:00,1.9030169300000015,96487.0498,96497.47,96462.08,96561.0,96462.08,282
2024-12-01 01:45:00+00:00,1.624932179999999,96459.8367,96465.23,96476.15,96554.0,96447.17,228
2024-12-01 01:46:00+00:00,11.62121417,96504.35,96476.15,96500.81,96549.0,96465.25,444
2024-12-01 01:47:00+00:00,16.164717169999992,96512.5668,96508.64,96431.45,96586.0,96431.45,559
2024-12-01 01:48:00+00:00,2.025149470000002,96458.7456,96432.86,96437.84,96533.0,96427.54,324
2024-12-01 01:49:00+00:00,4.902139240000009,96439.4589,96447.61,96423.66,96532.0,96387.53,347
2024-12-01 01:50:00+00:00,1.7512678199999991,96440.8157,96424.95,96436.62,96489.0,96424.94,329
2024-12-01 01:51:00+00:00,2.536753430000001,96415.5345,96431.89,96376.32,96493.0,96376.32,304
2024-12-01 01:52:00+00:00,2.4129667500000016,96365.6879,96384.11,96333.85,96469.0,96326.15,372
2024-12-01 01:53:00+00:00,1.960875899999999,96265.6415,96326.4,96232.55,96423.0,96209.73,362
2024-12-01 01:54:00+00:00,3.452406849999995,96238.4532,96232.56,96253.44,96301.0,96208.91,358
2024-12-01 01:55:00+00:00,1.3867094099999984,96239.1093,96253.43,96252.57,96257.53,96219.05,307
2024-12-01 01:56:00+00:00,12.968016019999997,96269.5609,96252.58,96234.0,96300.0,96147.25,535
2024-12-01 01:57:00+00:00,28.439659910000017,96131.4349,96200.0,96125.03,96234.0,96125.0,546
2024-12-01 01:58:00+00:00,5.794631750000011,96141.5634,96125.02,96140.26,96214.0,96125.0,388
2024-12-01 01:59:00+00:00,3.4560132699999992,96161.0517,96142.06,96160.13,96170.84,96138.63,275
2024-12-01 02:00:00+00:00,12.961121390000002,96128.5811,96166.1,96140.05,96205.0,96125.0,401
2024-12-01 02:01:00+00:00,3.0716460999999984,96182.8436,96138.5,96233.97,96243.27,96133.92,351
2024-12-01 02:02:00+00:00,1.48691022,96253.0363,96234.12,96242.8,96298.0,96183.4,291
2024-12-01 02:03:00+00:00,5.374948069999992,96237.5039,96262.88,96205.88,96297.0,96184.55,341
2024-12-01 02:04:00+00:00,2.6983867599999964,96194.416,96205.73,96230.0,96276.0,96170.47,385
2024-12-01 02:05:00+00:00,2.6286798699999996,96216.3071,96230.01,96225.72,96275.0,96188.71,364
2024-12-01 02:06:00+00:00,3.07596576,96181.2242,96220.36,96195.71,96275.0,96163.12,338
2024-12-01 02:07:00+00:00,2.089726689999998,96216.0778,96195.7,96213.97,96246.0,96188.05,320
2024-12-01 02:08:00+00:00,1.26636843,96245.0289,96213.96,96255.37,96276.0,96213.96,306
2024-12-01 02:09:00+00:00,1.7509236899999998,96227.7041,96253.3,96232.11,96262.11,96204.16,331
2024-12-01 02:10:00+00:00,165.0569999099999,96277.3761,96225.67,96366.29,96487.31,96129.61,3818
2024-12-01 02:11:00+00:00,13.082512570000013,96362.5054,96366.65,96358.53,96529.0,96274.52,628
2024-12-01 02:12:00+00:00,7.801408720000003,96365.8749,96367.11,96236.9,96456.0,96200.0,447
2024-12-01 02:13:00+00:00,2.2985114499999995,96186.9255,96236.85,96245.11,96294.0,96137.73,377
2024-12-01 02:14:00+00:00,13.793443009999987,96219.016,96238.59,96204.0,96302.0,96162.9,311
2024-12-01 02:15:00+00:00,9.382239459999997,96139.4747,96206.36,96188.22,96275.0,96119.3,414
2024-12-01 02:16:00+00:00,5.082299619999998,96132.7286,96191.36,96133.62,96249.0,96123.0,300
2024-12-01 02:17:00+00:00,5.652922549999999,96172.4271,96145.91,96153.55,96222.0,96122.9,381
2024-12-01 02:18:00+00:00,14.187326850000005,96190.9918,96153.55,96222.0,96234.0,96124.4,454
2024-12-01 02:19:00+00:00,10.952926779999979,96243.8336,96210.0,96273.61,96319.0,96195.6,600
2024-12-01 02:20:00+00:00,4.745829799999996,96260.8308,96230.4,96222.82,96318.0,96221.35,325
2024-12-01 02:21:00+00:00,1.4748175099999998,96200.184,96221.96,96223.7,96269.0,96175.35,364
2024-12-01 02:22:00+00:00,2.3329518900000017,96234.3141,96223.7,96210.23,96260.88,96196.9,314
2024-12-01 02:23:00+00:00,3.5115171699999927,96173.6593,96210.23,96181.33,96247.0,96151.59,372
2024-12-01 02:24:00+00:00,2.480549679999998,96156.3515,96181.35,96163.44,96226.0,96137.77,310
2024-12-01 02:25:00+00:00,2.4622795899999996,96213.842,96162.08,96235.0,96251.0,96143.4,318
2024-12-01 02:26:00+00:00,0.9674551800000005,96235.7558,96234.35,96211.45,96258.06,96207.42,279
2024-12-01 02:27:00+00:00,2.247761839999999,96193.2731,96205.56,96166.16,96284.0,96162.69,310
2024-12-01 02:28:00+00:00,0.33660352000000004,96178.264,96173.06,96175.14,96250.0,96164.47,220
2024-12-01 02:29:00+00:00,1.2367266300000013,96189.2913,96200.1,96176.3,96200.1,96162.1,278
2024-12-01 02:30:00+00:00,19.53336892000004,96131.3414,96175.19,96112.31,96250.0,96112.3,481
2024-12-01 02:31:00+00:00,7.127065289999993,96130.4024,96112.3,96070.13,96200.0,96054.09,610
2024-12-01 02:32:00+00:00,1.7112101899999999,96078.8061,96070.14,96080.0,96134.0,96050.0,287
2024-12-01 02:33:00+00:00,17.154213279999997,96092.7856,96080.0,96041.09,96134.0,96015.27,564
2024-12-01 02:34:00+00:00,3.065854610000001,96069.5527,96039.34,96009.01,96112.0,96009.0,313
2024-12-01 02:35:00+00:00,12.181113579999987,96005.89,96009.01,96008.78,96101.0,96000.0,591
2024-12-01 02:36:00+00:00,11.78218038999999,96011.0891,96008.78,95949.18,96081.0,95949.18,699
2024-12-01 02:37:00+00:00,42.729690780000055,95951.9022,95955.07,95840.04,96028.0,95814.14,1208
2024-12-01 02:38:00+00:00,11.26361978999999,95892.8727,95840.04,95865.13,95954.0,95825.03,472
2024-12-01 02:39:00+00:00,4.766634510000005,95890.8426,95865.13,95880.82,95944.0,95845.72,400
2024-12-01 02:40:00+00:00,4.224662539999998,95870.9098,95880.14,95858.1,95942.0,95808.9,475
2024-12-01 02:41:00+00:00,1.33928059,95865.3623,95858.09,95890.84,95924.0,95850.8,314
2024-12-01 02:42:00+00:00,7.900954169999964,95941.8407,95890.83,95909.94,95953.28,95880.1,550
2024-12-01 02:43:00+00:00,5.308845619999991,95940.9462,95910.13,95939.58,95966.85,95891.51,488
2024-12-01 02:44:00+00:00,0.7273321700000003,95925.8891,95934.5,95938.93,95946.58,95904.22,309
2024-12-01 02:45:00+00:00,5.735550249999993,95951.9548,95937.19,95965.36,96019.0,95911.95,375
2024-12-01 02:46:00+00:00,2.157309170000001,95973.3708,95965.37,96031.07,96038.38,95930.2,393
2024-12-01 02:47:00+00:00,1.6067267699999996,95999.6274,96031.06,95990.82,96034.48,95956.92,289
2024-12-01 02:48:00+00:00,1.882434389999998,95972.6486,95990.83,95994.67,96018.0,95943.57,290
2024-12-01 02:49:00+00:00,1.2694959299999997,95947.8507,95994.68,95957.27,96001.0,95930.76,259
2024-12-01 02:50:00+00:00,1.3337161999999998,95976.7306,95965.79,95981.02,95992.45,95937.0,297
2024-12-01 02:51:00+00:00,1.7180202200000003,95943.4743,95981.03,95908.0,96007.0,95908.0,290
2024-12-01 02:52:00+00:00,3.1105176600000006,95949.7974,95908.0,96000.0,96000.0,95900.02,358
2024-12-01 02:53:00+00:00,2.0560076000000005,95999.0459,95999.99,96017.23,96028.0,95953.5,328
2024-12-01 02:54:00+00:00,9.479242289999991,96136.657,96026.21,96019.54,96204.0,95972.0,345
2024-12-01 02:55:00+00:00,1.2495129600000008,95971.5357,96016.28,95980.86,96088.0,95930.2,316
2024-12-01 02:56:00+00:00,2.579648709999997,95913.77,95974.7,95855.91,96011.0,95850.01,351
2024-12-01 02:57:00+00:00,3.1395283399999925,95844.4114,95850.02,95802.87,95944.0,95800.0,393
2024-12-01 02:58:00+00:00,8.515750250000004,95798.5119,95802.89,95775.34,95884.0,95753.42,540
2024-12-01 02:59:00+00:00,1.513893609999999,95806.1095,95775.35,95836.0,95860.0,95761.4,311
2024-12-01 03:00:00+00:00,3.3361147899999954,95842.3621,95831.7,95859.22,95919.0,95827.82,341
2024-12-01 03:01:00+00:00,2.7917294799999994,95875.7985,95857.58,95912.72,95957.0,95847.0,303
2024-12-01 03:02:00+00:00,0.6714742099999995,95912.744,95919.2,95920.29,95964.0,95862.6,262
2024-12-01 03:03:00+00:00,2.432703870000001,95925.8238,95919.23,96023.0,96023.0,95862.7,320
2024-12-01 03:04:00+00:00,0.47841726000000034,95960.7312,95976.63,95975.95,96017.0,95937.49,306
2024-12-01 03:05:00+00:00,0.9342294999999997,95982.2517,95967.72,95998.06,96046.0,95964.8,292
2024-12-01 03:06:00+00:00,1.0302629500000002,95989.5481,95998.07,95995.28,96047.0,95972.0,249
2024-12-01 03:07:00+00:00,1.838656469999999,95992.4468,95991.59,95989.59,96050.0,95978.6,238
2024-12-01 03:08:00+00:00,4.74299338,95986.0813,95993.4,96025.1,96061.0,95976.63,311
2024-12-01 03:09:00+00:00,0.9582473800000003,96019.269,96018.45,96000.0,96083.0,95993.1,278
2024-12-01 03:10:00+00:00,0.82933093,96018.9579,96001.96,96061.17,96083.0,95995.9,339
2024-12-01 03:11:00+00:00,2.999986629999997,96063.1006,96000.9,96085.59,96129.0,96000.8,372
2024-12-01 03:12:00+00:00,7.500048620000001,96157.7223,96085.58,96249.17,96311.0,96001.0,522
2024-12-01 03:13:00+00:00,2.21337029,96255.2104,96257.15,96243.49,96319.0,96234.41,310
2024-12-01 03:14:00+00:00,1.7605560699999998,96224.5884,96239.53,96206.4,96317.0,96199.09,286
2024-12-01 03:15:00+00:00,0.7408872600000003,96196.1741,96207.55,96197.72,96287.0,96165.6,270
2024-12-01 03:16:00+00:00,1.1023780300000003,96185.3345,96196.79,96232.3,96263.0,96150.0,199
2024-12-01 03:17:00+00:00,0.6628980499999998,96203.9972,96182.1,96190.47,96240.0,96173.18,268
2024-12-01 03:18:00+00:00,0.5015818000000001,96230.4116,96190.26,96242.9,96264.0,96190.26,314
2024-12-01 03:19:00+00:00,0.8568147399999999,96204.2449,96233.29,96200.01,96240.33,96200.0,214
2024-12-01 03:20:00+00:00,1.3695129799999988,96199.8761,96200.0,96205.25,96232.3,96178.63,288
2024-12-01 03:21:00+00:00,0.9178757499999998,96208.9608,96202.11,96200.0,96249.14,96200.0,200
2024-12-01 03:22:00+00:00,1.7057900899999983,96194.5999,96200.0,96124.28,96264.0,96109.85,319
2024-12-01 03:23:00+00:00,0.7851556000000005,96135.1482,96124.28,96130.92,96212.0,96116.22,323
2024-12-01 03:24:00+00:00,0.7069541900000001,96128.2361,96130.92,96108.9,96211.0,96101.68,262
2024-12-01 03:25:00+00:00,1.81733305,96107.8402,96110.91,96100.29,96190.0,96080.56,268
2024-12-01 03:26:00+00:00,0.8048078300000002,96085.9038,96100.29,96074.55,96119.8,96074.54,208
2024-12-01 03:27:00+00:00,1.1662422799999999,96063.0168,96074.55,96063.04,96154.0,96043.88,263
2024-12-01 03:28:00+00:00,1.4004344499999986,96067.0174,96069.88,96096.99,96142.0,96035.6,281
2024-12-01 03:29:00+00:00,1.5627291799999998,96095.0671,96096.95,96102.31,96151.0,96079.53,272
2024-12-01 03:30:00+00:00,1.9290617199999998,96098.3355,96098.07,96092.95,96156.0,96080.1,238
2024-12-01 03:31:00+00:00,9.725284500000003,96119.4721,96092.94,96162.93,96178.0,96080.1,385
2024-12-01 03:32:00+00:00,2.8564097199999985,96166.8227,96162.93,96170.57,96191.0,96139.0,287
2024-12-01 03:33:00+00:00,4.514715619999999,96179.3086,96173.94,96170.6,96212.0,96159.43,306
2024-12-01 03:34:00+00:00,3.2239674799999984,96181.2817,96182.83,96191.15,96203.53,96166.4,275
2024-12-01 03:35:00+00:00,0.6582872499999999,96191.1753,96181.09,96193.73,96203.07,96172.2,262
2024-12-01 03:36:00+00:00,1.6023336499999987,96211.0286,96193.72,96199.5,96276.0,96184.7,279
2024-12-01 03:37:00+00:00,1.2443997999999992,96194.352,96199.5,96198.62,96273.0,96189.87,296
2024-12-01 03:38:00+00:00,2.7843116700000006,96207.4912,96198.62,96200.5,96303.0,96197.8,245
2024-12-01 03:39:00+00:00,2.3420584499999997,96235.2279,96209.37,96256.06,96291.0,96203.2,312
2024-12-01 03:40:00+00:00,1.8486808000000012,96246.1558,96256.07,96248.82,96303.0,96227.3,285
2024-12-01 03:41:00+00:00,2.1166634699999993,96286.9819,96254.6,96306.0,96308.0,96230.7,325
2024-12-01 03:42:00+00:00,1.6412252599999995,96267.8566,96274.48,96270.77,96287.98,96249.92,239
2024-12-01 03:43:00+00:00,1.2104445600000002,96276.7183,96271.8,96296.19,96309.0,96262.96,285
2024-12-01 03:44:00+00:00,5.946169510000011,96344.8188,96298.66,96359.01,96378.0,96264.4,380
2024-12-01 03:45:00+00:00,3.9189693100000005,96349.0074,96359.02,96367.13,96369.07,96280.0,304
2024-12-01 03:46:00+00:00,1.0681175999999992,96385.9192,96280.0,96402.25,96427.0,96280.0,290
2024-12-01 03:47:00+00:00,3.2383562399999994,96409.0544,96398.08,96415.39,96450.0,96338.5,334
2024-12-01 03:48:00+00:00,5.160418370000004,96424.7457,96415.38,96476.71,96508.0,96338.6,387
2024-12-01 03:49:00+00:00,1.8725164099999996,96462.7418,96476.72,96434.14,96535.0,96384.7,315
2024-12-01 03:50:00+00:00,6.098166889999999,96467.1682,96436.11,96414.81,96541.0,96410.9,394
2024-12-01 03:51:00+00:00,1.9814080499999995,96406.876,96414.82,96372.67,96510.0,96363.81,309
2024-12-01 03:52:00+00:00,0.48214399999999996,96394.9469,96372.67,96376.91,96481.0,96372.66,261
2024-12-01 03:53:00+00:00,0.8958210699999999,96401.3939,96382.97,96436.31,96487.0,96374.32,251
2024-12-01 03:54:00+00:00,1.5486949700000001,96397.1786,96437.43,96404.08,96487.0,96378.09,248
2024-12-01 03:55:00+00:00,0.7918536100000005,96379.8391,96403.84,96390.59,96481.0,96353.84,252
2024-12-01 03:56:00+00:00,0.9577902599999998,96390.6122,96382.0,96364.84,96452.0,96360.46,232
2024-12-01 03:57:00+00:00,1.6914578900000012,96349.4947,96371.42,96346.37,96382.6,96333.1,215
2024-12-01 03:58:00+00:00,1.6218560699999995,96353.1144,96342.4,96369.74,96452.0,96342.4,196
2024-12-01 03:59:00+00:00,2.036913,96357.3713,96369.74,96371.15,96451.0,96330.05,299
2024-12-01 04:00:00+00:00,1.9363564600000005,96372.5363,96352.0,96317.0,96452.0,96317.0,324
2024-12-01 04:01:00+00:00,3.866702499999997,96287.1075,96317.81,96308.93,96433.0,96264.97,329
2024-12-01 04:02:00+00:00,1.5580998500000014,96337.8672,96310.54,96348.66,96400.0,96309.03,282
2024-12-01 04:03:00+00:00,1.5366481600000002,96343.4196,96349.28,96328.22,96404.0,96321.45,208
2024-12-01 04:04:00+00:00,1.2569733499999995,96324.9347,96328.22,96322.81,96405.0,96306.41,246
2024-12-01 04:05:00+00:00,1.5054440899999988,96306.6836,96322.81,96292.1,96404.0,96287.54,200
2024-12-01 04:06:00+00:00,1.7490390899999988,96290.6283,96292.19,96268.55,96399.0,96268.25,180
2024-12-01 04:07:00+00:00,1.59110055,96267.5981,96269.89,96270.94,96371.0,96250.01,227
2024-12-01 04:08:00+00:00,2.0554145199999985,96278.7795,96272.92,96291.48,96358.0,96270.0,263
2024-12-01 04:09:00+00:00,3.1778251899999983,96301.412,96291.48,96338.48,96372.0,96277.3,326
2024-12-01 04:10:00+00:00,0.5469870499999999,96354.1815,96338.49,96363.5,96422.0,96295.8,291
2024-12-01 04:11:00+00:00,2.907979879999997,96343.5543,96368.14,96310.65,96422.0,96305.9,277
2024-12-01 04:12:00+00:00,1.7556341100000008,96320.9867,96306.0,96326.9,96344.55,96305.9,196
2024-12-01 04:13:00+00:00,1.5611508900000008,96316.2027,96326.91,96314.55,96407.0,96301.57,229
2024-12-01 04:14:00+00:00,1.7690430200000018,96308.7117,96310.53,96317.83,96328.0,96301.33,241
2024-12-01 04:15:00+00:00,0.9327584499999997,96307.5862,96317.82,96310.05,96317.83,96296.96,168
2024-12-01 04:16:00+00:00,1.7226724400000006,96312.0442,96317.83,96292.17,96407.0,96291.29,249
2024-12-01 04:17:00+00:00,3.588482060000001,96270.4265,96291.31,96239.62,96399.0,96236.66,295
2024-12-01 04:18:00+00:00,2.4843534800000033,96269.9477,96239.62,96272.54,96351.0,96239.62,293
2024-12-01 04:19:00+00:00,2.2611520200000004,96274.7449,96272.54,96258.69,96351.0,96256.6,232
2024-12-01 04:20:00+00:00,0.9276846899999993,96262.4418,96256.62,96257.4,96279.12,96247.03,207
2024-12-01 04:21:00+00:00,3.26099672,96263.8759,96257.5,96264.0,96377.0,96217.05,314
