t,v,vw,o,c,h,l,n
2025-12-01 00:42:00+00:00,3.8819719900000007,88121.9144,88190.0,88038.3,88210.0,88038.3,112
2025-12-01 00:43:00+00:00,1.9384246800000013,87973.4455,88038.2,87800.0,88047.0,87800.0,117
2025-12-01 00:44:00+00:00,1.6487554,87747.267,87848.0,87744.4,87848.0,87716.6,99
2025-12-01 00:45:00+00:00,3.3383184999999993,87736.8143,87744.4,87675.4,87801.0,87629.7,118
2025-12-01 00:46:00+00:00,3.695241809999999,87640.3712,87675.5,87576.4,87766.0,87576.3,190
2025-12-01 00:47:00+00:00,3.4233648499999996,87554.9655,87643.0,87511.3,87650.0,87500.0,186
2025-12-01 00:48:00+00:00,2.0126696200000005,87506.5507,87511.3,87500.1,87622.0,87500.0,75
2025-12-01 00:49:00+00:00,2.0578554199999997,87568.075,87500.0,87500.0,87620.0,87500.0,74
2025-12-01 00:50:00+00:00,14.986181960000003,87498.8744,87500.0,87471.5,87523.0,87448.5,136
2025-12-01 00:51:00+00:00,18.915691040000013,87439.9379,87514.0,87348.7,87514.0,87257.9,315
2025-12-01 00:52:00+00:00,0.4378255400000003,87376.4901,87440.0,87443.4,87500.0,87348.6,92
2025-12-01 00:53:00+00:00,3.6870309899999993,87298.462,87443.3,87250.0,87479.0,87250.0,157
2025-12-01 00:54:00+00:00,2.1173828699999997,87225.9493,87250.1,87200.0,87298.0,87200.0,110
2025-12-01 00:55:00+00:00,6.565257759999997,87179.1748,87264.0,87167.0,87264.0,87100.0,136
2025-12-01 00:56:00+00:00,7.98215724,87065.4978,87158.0,87050.1,87167.0,87050.0,135
2025-12-01 00:57:00+00:00,6.448371109999993,87183.0429,87138.0,87155.3,87359.0,87050.1,162
2025-12-01 00:58:00+00:00,2.2151024300000004,87142.5334,87155.3,87133.7,87239.0,87096.3,80
2025-12-01 00:59:00+00:00,3.2374089700000024,87092.0977,87133.7,87050.0,87168.0,87050.0,66
2025-12-01 01:00:00+00:00,53.419191580000025,87054.067,87050.1,87100.0,87150.0,87050.0,172
2025-12-01 01:01:00+00:00,3.6303967400000006,87145.188,87131.0,87133.7,87260.0,87050.1,114
2025-12-01 01:02:00+00:00,2.8853110199999983,87326.7561,87133.7,87423.0,87483.0,87133.7,184
2025-12-01 01:03:00+00:00,4.964718889999997,87550.5829,87500.0,87450.1,87620.0,87422.9,186
2025-12-01 01:04:00+00:00,2.3598141800000008,87488.9243,87450.1,87466.1,87545.0,87438.5,106
2025-12-01 01:05:00+00:00,1.7706222899999995,87468.4136,87466.1,87466.1,87562.0,87466.0,77
2025-12-01 01:06:00+00:00,5.826712099999998,87354.6339,87481.0,87386.0,87481.0,87285.8,142
2025-12-01 01:07:00+00:00,1.816373469999998,87467.4335,87309.6,87540.6,87615.0,87309.6,138
2025-12-01 01:08:00+00:00,5.309224040000002,87597.0687,87630.0,87604.7,87676.0,87540.6,113
2025-12-01 01:09:00+00:00,3.8541987199999994,87573.7196,87693.0,87477.6,87755.0,87477.6,192
2025-12-01 01:10:00+00:00,3.7293087999999988,87312.364,87471.8,87282.4,87471.8,87250.0,139
2025-12-01 01:11:00+00:00,4.8173763,87342.4091,87282.5,87325.0,87402.0,87268.1,135
2025-12-01 01:12:00+00:00,0.04733387000000001,87401.5346,87325.0,87407.7,87523.0,87325.0,64
2025-12-01 01:13:00+00:00,1.7575241900000003,87481.9327,87413.5,87500.7,87590.0,87413.5,74
2025-12-01 01:14:00+00:00,1.4695928900000004,87465.8099,87500.6,87450.0,87550.0,87450.0,56
2025-12-01 01:15:00+00:00,0.5222062000000001,87507.7956,87499.0,87625.0,87658.0,87450.1,78
2025-12-01 01:16:00+00:00,0.9730896200000002,87628.3825,87563.3,87667.8,87719.0,87563.2,117
2025-12-01 01:17:00+00:00,0.95402755,87673.2898,87667.8,87678.3,87769.0,87667.7,52
2025-12-01 01:18:00+00:00,5.47516486,87710.6546,87678.3,87721.1,87800.0,87678.2,59
2025-12-01 01:19:00+00:00,6.192655149999999,87661.0483,87798.0,87580.4,87798.0,87580.4,109
2025-12-01 01:20:00+00:00,2.4824492600000005,87513.4499,87592.0,87425.4,87592.0,87425.3,104
2025-12-01 01:21:00+00:00,0.25098542999999995,87476.4624,87425.3,87526.1,87589.0,87425.3,55
2025-12-01 01:22:00+00:00,0.19967282,87536.8238,87524.0,87527.3,87629.0,87524.0,43
2025-12-01 01:23:00+00:00,0.18572056,87542.4103,87581.0,87526.2,87624.0,87526.1,55
2025-12-01 01:24:00+00:00,3.3567411799999944,87484.9294,87526.2,87383.6,87595.0,87383.6,124
2025-12-01 01:25:00+00:00,2.9709728799999997,87350.4607,87383.7,87326.1,87426.0,87299.2,106
2025-12-01 01:26:00+00:00,0.47174422,87332.5099,87407.0,87347.7,87407.0,87326.1,59
2025-12-01 01:27:00+00:00,0.12925854000000003,87380.2804,87431.0,87343.8,87460.0,87343.6,43
2025-12-01 01:28:00+00:00,0.6136478099999999,87349.1476,87343.8,87347.7,87435.0,87343.8,23
2025-12-01 01:29:00+00:00,0.04246111,87353.8646,87396.0,87347.7,87396.0,87347.6,23
2025-12-01 01:30:00+00:00,0.8116917900000001,87300.7718,87347.6,87219.4,87353.0,87200.0,106
2025-12-01 01:31:00+00:00,0.8358764100000002,87288.7962,87219.5,87271.8,87410.0,87219.4,97
2025-12-01 01:32:00+00:00,0.21276786999999991,87318.8452,87271.8,87335.7,87402.0,87271.8,40
2025-12-01 01:33:00+00:00,4.534150920000001,87356.2715,87335.7,87460.8,87500.0,87335.6,102
2025-12-01 01:34:00+00:00,1.3445762599999989,87434.5692,87460.7,87356.6,87510.0,87352.3,69
2025-12-01 01:35:00+00:00,0.1426602199999999,87390.3198,87356.7,87443.0,87484.0,87356.6,57
2025-12-01 01:36:00+00:00,0.6399109400000002,87500.3497,87443.0,87506.8,87570.0,87442.9,74
2025-12-01 01:37:00+00:00,0.09227677999999999,87528.4079,87590.0,87542.0,87609.0,87507.7,28
2025-12-01 01:38:00+00:00,1.827756999999999,87594.3934,87546.1,87528.8,87643.0,87528.8,69
2025-12-01 01:39:00+00:00,1.2218317,87498.5066,87528.8,87511.0,87565.0,87493.9,60
2025-12-01 01:40:00+00:00,3.2827032800000007,87407.9654,87494.0,87357.6,87505.0,87357.6,97
2025-12-01 01:41:00+00:00,0.1969521499999999,87436.1266,87357.7,87506.4,87589.0,87357.7,65
2025-12-01 01:42:00+00:00,0.19317961000000003,87527.3613,87506.3,87538.5,87590.0,87506.3,32
2025-12-01 01:43:00+00:00,0.08869251,87509.1052,87538.6,87493.9,87569.0,87493.9,34
2025-12-01 01:44:00+00:00,1.27086434,87488.7753,87494.0,87488.1,87554.0,87488.0,35
2025-12-01 01:45:00+00:00,5.393838250000001,87433.1794,87488.0,87424.9,87529.0,87419.8,76
2025-12-01 01:46:00+00:00,0.65772154,87368.2126,87501.0,87350.1,87507.0,87350.1,56
2025-12-01 01:47:00+00:00,0.24386821999999997,87378.9158,87350.1,87402.2,87462.0,87335.6,64
2025-12-01 01:48:00+00:00,0.09950507,87407.7765,87500.0,87402.2,87500.0,87402.1,18
2025-12-01 01:49:00+00:00,2.0925906799999994,87461.5545,87402.1,87369.9,87489.0,87365.8,71
2025-12-01 01:50:00+00:00,0.6115145200000001,87395.043,87369.9,87380.0,87430.0,87369.8,38
2025-12-01 01:51:00+00:00,3.6163361199999993,87314.5988,87369.9,87303.9,87391.0,87293.6,73
2025-12-01 01:52:00+00:00,1.2650688599999993,87303.654,87303.9,87298.8,87383.0,87298.7,34
2025-12-01 01:53:00+00:00,0.05344927000000001,87299.4297,87340.0,87298.8,87340.0,87298.7,22
2025-12-01 01:54:00+00:00,0.8429492900000002,87275.0063,87298.8,87270.0,87330.0,87270.0,62
2025-12-01 01:55:00+00:00,0.23259562000000003,87282.0155,87264.5,87264.5,87331.0,87264.5,52
2025-12-01 01:56:00+00:00,26.067044199999998,87298.4146,87264.5,87298.8,87387.0,87264.5,52
2025-12-01 01:57:00+00:00,0.12390102000000001,87298.7842,87298.7,87298.8,87298.8,87298.7,30
2025-12-01 01:58:00+00:00,11.810847979999998,87300.5839,87298.7,87298.8,87389.0,87298.7,46
2025-12-01 01:59:00+00:00,5.754252520000001,87177.5406,87339.0,87175.8,87339.0,87162.8,158
2025-12-01 02:00:00+00:00,0.5992090200000001,87175.8057,87175.8,87175.8,87250.0,87175.7,39
2025-12-01 02:01:00+00:00,0.48084209999999994,87148.7522,87175.8,87112.0,87241.0,87112.0,55
2025-12-01 02:02:00+00:00,0.3647256300000001,87103.1018,87109.5,87102.5,87184.0,87091.1,76
2025-12-01 02:03:00+00:00,1.8411112499999982,87194.5979,87110.0,87288.9,87352.0,87110.0,97
2025-12-01 02:04:00+00:00,2.12393174,87300.5379,87288.9,87430.0,87430.0,87288.9,53
2025-12-01 02:05:00+00:00,3.2681084,87429.2769,87440.0,87431.5,87450.0,87341.0,58
2025-12-01 02:06:00+00:00,4.685999049999999,87369.7719,87431.5,87301.1,87457.0,87301.0,102
2025-12-01 02:07:00+00:00,0.058763140000000005,87266.036,87301.0,87250.1,87331.0,87250.0,25
2025-12-01 02:08:00+00:00,0.03978906,87274.6276,87250.1,87264.6,87381.0,87250.1,31
2025-12-01 02:09:00+00:00,0.23395756000000006,87339.9474,87269.4,87359.0,87359.0,87269.4,31
2025-12-01 02:10:00+00:00,2.6575486900000005,87301.1379,87306.2,87300.1,87358.0,87292.0,39
2025-12-01 02:11:00+00:00,0.5657963799999999,87336.0832,87300.1,87300.1,87394.0,87300.0,55
2025-12-01 02:12:00+00:00,0.9628096500000004,87408.5338,87300.1,87496.0,87540.0,87300.1,140
2025-12-01 02:13:00+00:00,0.07233543000000002,87496.9613,87496.0,87502.9,87502.9,87496.0,24
2025-12-01 02:14:00+00:00,0.16417836999999996,87507.4283,87502.9,87492.0,87526.0,87470.0,32
2025-12-01 02:15:00+00:00,0.50436445,87470.1125,87491.0,87470.1,87496.0,87470.0,28
2025-12-01 02:16:00+00:00,0.47978970000000015,87451.9672,87491.0,87378.8,87491.0,87378.8,77
2025-12-01 02:17:00+00:00,0.43764758,87375.8427,87378.8,87375.1,87378.8,87375.0,19
2025-12-01 02:18:00+00:00,0.1675019200000001,87354.6512,87375.1,87318.3,87397.0,87318.3,60
2025-12-01 02:19:00+00:00,0.18674951,87344.2822,87318.4,87340.0,87382.0,87318.3,24
2025-12-01 02:20:00+00:00,1.8195339599999993,87287.3463,87318.4,87219.3,87339.0,87218.8,51
2025-12-01 02:21:00+00:00,0.63946697,87232.2668,87219.0,87331.0,87331.0,87206.0,48
2025-12-01 02:22:00+00:00,0.01458334,87242.2191,87240.8,87240.9,87323.0,87240.8,13
2025-12-01 02:23:00+00:00,0.8858429700000001,87222.4964,87240.9,87280.0,87315.0,87212.9,38
2025-12-01 02:24:00+00:00,0.24252246000000005,87170.0583,87212.9,87144.7,87274.0,87143.5,63
2025-12-01 02:25:00+00:00,0.69815852,87153.0476,87144.6,87156.3,87231.0,87144.6,35
2025-12-01 02:26:00+00:00,0.27272207000000004,87161.9379,87156.3,87160.0,87230.0,87156.3,35
2025-12-01 02:27:00+00:00,1.5493083600000002,87159.9459,87160.0,87160.0,87217.0,87159.9,46
2025-12-01 02:28:00+00:00,0.32779364999999994,87157.1429,87159.9,87152.0,87229.0,87152.0,36
2025-12-01 02:29:00+00:00,0.16661531999999998,87147.7345,87152.1,87119.4,87226.0,87119.4,40
2025-12-01 02:30:00+00:00,1.19501964,87113.9112,87119.4,87099.2,87183.0,87099.1,62
2025-12-01 02:31:00+00:00,0.47828872000000006,87087.2525,87163.0,87086.1,87163.0,87086.0,32
2025-12-01 02:32:00+00:00,1.5017869799999997,87092.7012,87086.1,87083.2,87162.0,87083.2,42
2025-12-01 02:33:00+00:00,1.4923403799999995,87112.0257,87150.0,87086.2,87193.0,87085.0,57
2025-12-01 02:34:00+00:00,0.7821073900000001,87068.0325,87086.1,87065.0,87165.0,87062.3,69
2025-12-01 02:35:00+00:00,1.3275303699999996,87085.2846,87064.9,87113.0,87113.0,87064.9,42
2025-12-01 02:36:00+00:00,3.8935903699999996,87091.0557,87112.9,87091.3,87156.0,87087.7,34
2025-12-01 02:37:00+00:00,95.63715193999987,86987.5826,87091.2,86750.1,87091.2,86740.6,836
2025-12-01 02:38:00+00:00,2.3451153899999984,86720.7669,86750.1,86650.0,86830.0,86650.0,165
2025-12-01 02:39:00+00:00,10.870036460000003,86632.6461,86650.1,86685.6,86787.0,86570.2,181
2025-12-01 02:40:00+00:00,6.342332720000003,86756.9184,86685.5,86908.5,87044.0,86685.5,149
2025-12-01 02:41:00+00:00,13.618319529999997,86841.1376,86975.0,86858.5,86977.0,86824.5,89
2025-12-01 02:42:00+00:00,8.770862310000002,86907.4598,86858.5,86908.5,86983.0,86858.5,90
2025-12-01 02:43:00+00:00,3.6814480599999997,86896.802,86908.4,86850.1,86973.0,86850.0,95
2025-12-01 02:44:00+00:00,1.10272858,86821.6297,86850.1,86815.6,86941.0,86815.5,57
2025-12-01 02:45:00+00:00,1.6705544000000006,86853.2716,86815.6,86727.8,86926.0,86727.7,93
2025-12-01 02:46:00+00:00,1.291029470000001,86706.5305,86727.7,86650.9,86833.0,86649.6,87
2025-12-01 02:47:00+00:00,1.8215305600000002,86698.6771,86650.9,86616.2,86750.0,86616.1,86
2025-12-01 02:48:00+00:00,1.3271533,86692.2707,86697.0,86616.2,86717.0,86616.1,108
2025-12-01 02:49:00+00:00,2.4929742000000004,86592.1045,86616.1,86609.0,86690.0,86528.6,140
2025-12-01 02:50:00+00:00,14.715906419999996,86595.3826,86609.0,86528.6,86611.0,86507.9,197
2025-12-01 02:51:00+00:00,2.996364319999999,86590.3737,86528.7,86570.4,86660.0,86528.7,98
2025-12-01 02:52:00+00:00,1.7311073799999992,86536.7464,86570.4,86526.3,86625.0,86500.0,109
2025-12-01 02:53:00+00:00,47.01121682,86570.8464,86526.4,86570.4,86663.0,86526.3,100
2025-12-01 02:54:00+00:00,1.5723170199999987,86630.4197,86570.4,86726.5,86830.0,86570.3,124
2025-12-01 02:55:00+00:00,1.1500207999999996,86801.4953,86726.5,86822.8,86889.0,86726.5,79
2025-12-01 02:56:00+00:00,0.68154064,86827.4288,86822.8,86804.9,86889.0,86804.9,47
2025-12-01 02:57:00+00:00,7.0632182,86758.3348,86805.0,86817.0,86829.0,86738.0,92
2025-12-01 02:58:00+00:00,0.2456951,86787.2734,86758.3,86758.4,86820.0,86730.0,36
2025-12-01 02:59:00+00:00,0.3020006099999999,86750.8997,86758.4,86728.6,86758.4,86728.6,40
2025-12-01 03:00:00+00:00,0.10141628,86734.7908,86728.7,86816.0,86816.0,86728.6,53
2025-12-01 03:01:00+00:00,0.45923581000000013,86747.8217,86728.7,86740.0,86866.0,86700.1,125
2025-12-01 03:02:00+00:00,20.208485529999997,86699.9074,86700.1,86666.1,86730.0,86666.0,70
2025-12-01 03:03:00+00:00,0.7852577099999997,86763.3897,86703.0,86751.4,86824.0,86666.1,79
2025-12-01 03:04:00+00:00,0.49625910000000006,86794.0148,86751.5,86780.5,86840.0,86751.5,47
2025-12-01 03:05:00+00:00,0.50236074,86781.6683,86780.5,86792.3,86855.0,86780.4,45
2025-12-01 03:06:00+00:00,1.6803079699999997,86649.3233,86846.0,86611.1,86846.0,86582.3,125
2025-12-01 03:07:00+00:00,0.09970022999999999,86607.1381,86611.2,86588.9,86687.0,86588.8,40
2025-12-01 03:08:00+00:00,0.9000865499999999,86511.9443,86588.9,86503.1,86640.0,86500.0,76
2025-12-01 03:09:00+00:00,0.12471294,86502.908,86602.0,86502.4,86602.0,86502.3,38
2025-12-01 03:10:00+00:00,4.526719669999997,86497.2834,86561.0,86429.9,86561.0,86429.8,139
2025-12-01 03:11:00+00:00,0.6241318700000003,86525.2871,86537.0,86429.9,86553.0,86429.8,51
2025-12-01 03:12:00+00:00,0.7242405699999999,86514.6332,86429.9,86518.8,86573.0,86429.9,74
2025-12-01 03:13:00+00:00,0.72097975,86449.2464,86518.9,86433.3,86612.0,86432.9,57
2025-12-01 03:14:00+00:00,0.56109901,86438.0146,86558.0,86437.1,86558.0,86437.1,20
2025-12-01 03:15:00+00:00,0.46452815999999997,86452.941,86437.0,86559.0,86559.0,86437.0,56
2025-12-01 03:16:00+00:00,17.035477909999997,86477.3947,86456.1,86481.0,86525.0,86380.0,174
2025-12-01 03:17:00+00:00,1.4756477799999994,86380.0576,86482.0,86375.6,86482.0,86354.7,79
2025-12-01 03:18:00+00:00,5.62770698,86541.4492,86481.0,86542.0,86680.0,86375.7,94
2025-12-01 03:19:00+00:00,0.07994952999999995,86505.2733,86673.0,86421.0,86673.0,86421.0,67
2025-12-01 03:20:00+00:00,1.1521013999999998,86517.4418,86421.1,86453.6,86568.0,86421.1,75
2025-12-01 03:21:00+00:00,2.902964140000001,86565.349,86453.6,86590.0,86618.0,86453.5,89
2025-12-01 03:22:00+00:00,4.006879869999999,86594.8017,86545.1,86521.3,86639.0,86521.3,98
2025-12-01 03:23:00+00:00,0.28523265999999997,86499.3436,86514.3,86572.0,86572.0,86486.5,32
2025-12-01 03:24:00+00:00,0.10274634999999999,86458.9617,86486.5,86437.5,86551.0,86437.4,50
2025-12-01 03:25:00+00:00,0.5986139800000001,86529.0646,86437.5,86523.8,86572.0,86437.4,60
2025-12-01 03:26:00+00:00,0.5129971600000002,86522.9571,86600.0,86486.5,86607.0,86486.4,58
2025-12-01 03:27:00+00:00,1.0791200200000002,86458.2327,86486.5,86451.9,86556.0,86451.8,39
2025-12-01 03:28:00+00:00,0.10085694999999999,86443.1122,86502.0,86437.5,86505.0,86437.4,20
2025-12-01 03:29:00+00:00,0.45938534000000003,86437.0747,86437.4,86425.1,86499.0,86425.1,43
2025-12-01 03:30:00+00:00,19.77706024,86412.2628,86425.2,86441.0,86481.0,86359.4,66
2025-12-01 03:31:00+00:00,3.9181817999999997,86301.7703,86359.5,86245.6,86452.0,86245.5,139
2025-12-01 03:32:00+00:00,1.8892715299999998,86248.9358,86245.6,86366.0,86366.0,86245.5,43
2025-12-01 03:33:00+00:00,0.21487349999999997,86287.5173,86248.6,86340.0,86410.0,86248.6,56
2025-12-01 03:34:00+00:00,2.2957888900000003,86372.7541,86339.9,86356.0,86444.0,86299.5,74
2025-12-01 03:35:00+00:00,1.4785946499999996,86330.2862,86299.4,86299.4,86356.0,86299.4,49
2025-12-01 03:36:00+00:00,3.8407584299999997,86297.6552,86299.5,86236.0,86358.0,86210.1,131
2025-12-01 03:37:00+00:00,0.13160065,86257.7836,86348.0,86299.5,86408.0,86236.0,52
2025-12-01 03:38:00+00:00,0.31946261000000015,86305.7224,86299.4,86299.5,86393.0,86299.4,39
2025-12-01 03:39:00+00:00,0.76379949,86249.9854,86299.4,86236.0,86335.0,86235.9,60
2025-12-01 03:40:00+00:00,1.3077950299999996,86252.6554,86235.9,86274.0,86329.0,86235.9,46
2025-12-01 03:41:00+00:00,1.4437567999999998,86360.0159,86273.9,86402.8,86480.0,86273.9,78
2025-12-01 03:42:00+00:00,0.45843781000000006,86401.4481,86402.9,86400.0,86479.0,86400.0,25
2025-12-01 03:43:00+00:00,1.2114478300000002,86424.8651,86400.1,86432.3,86501.0,86400.0,48
2025-12-01 03:44:00+00:00,0.04530575,86442.262,86432.3,86439.9,86501.0,86432.2,32
2025-12-01 03:45:00+00:00,1.5623370399999994,86445.6318,86510.0,86471.9,86520.0,86439.9,42
2025-12-01 03:46:00+00:00,0.7751664899999998,86470.9313,86471.9,86424.1,86502.0,86424.0,38
2025-12-01 03:47:00+00:00,36.14214104000001,86379.4277,86424.1,86323.4,86475.0,86323.3,99
2025-12-01 03:48:00+00:00,0.24166010999999998,86327.6965,86323.4,86314.3,86438.0,86299.2,26
2025-12-01 03:49:00+00:00,0.18421353000000001,86301.1573,86314.4,86350.0,86400.0,86282.0,35
2025-12-01 03:50:00+00:00,0.07051172999999998,86285.5225,86281.9,86281.9,86332.0,86281.9,34
2025-12-01 03:51:00+00:00,5.223717229999999,86281.9149,86281.9,86281.9,86361.0,86281.9,56
2025-12-01 03:52:00+00:00,72.50045576,86282.0683,86378.0,86343.4,86473.0,86281.9,59
2025-12-01 03:53:00+00:00,0.60380489,86421.1855,86343.4,86325.4,86430.0,86325.4,43
2025-12-01 03:54:00+00:00,0.09114682000000002,86325.89,86325.4,86318.3,86383.0,86318.2,22
2025-12-01 03:55:00+00:00,0.09224967,86324.7408,86318.3,86318.2,86383.0,86318.2,17
2025-12-01 03:56:00+00:00,3.180827510000001,86318.3341,86318.3,86325.3,86386.0,86318.2,47
2025-12-01 03:57:00+00:00,1.0726687999999998,86349.491,86325.3,86368.4,86368.4,86325.2,36
2025-12-01 03:58:00+00:00,5.017768709999999,86395.1646,86375.5,86394.7,86397.2,86375.4,29
2025-12-01 03:59:00+00:00,0.25885511,86407.2932,86394.7,86375.5,86453.0,86375.5,21
2025-12-01 04:00:00+00:00,1.386423540000001,86341.195,86375.5,86267.2,86435.0,86267.1,127
2025-12-01 04:01:00+00:00,0.52622819,86279.316,86267.2,86336.0,86344.0,86239.4,61
2025-12-01 04:02:00+00:00,0.49381001,86304.4948,86239.4,86343.0,86371.0,86239.4,44
2025-12-01 04:03:00+00:00,1.1481515700000005,86268.701,86293.6,86210.2,86342.0,86210.1,54
2025-12-01 04:04:00+00:00,2.6173813899999994,86213.2548,86303.0,86213.2,86362.0,86210.2,41
2025-12-01 04:05:00+00:00,0.34899455,86213.4474,86213.2,86213.2,86325.0,86213.1,23
2025-12-01 04:06:00+00:00,0.022259650000000006,86215.6082,86213.1,86213.2,86303.0,86213.1,22
2025-12-01 04:07:00+00:00,0.6326544000000002,86214.5904,86213.2,86282.8,86376.0,86213.2,29
2025-12-01 04:08:00+00:00,5.231239050000001,86268.4349,86415.0,86270.2,86415.0,86262.8,43
2025-12-01 04:09:00+00:00,0.26256271,86321.1517,86357.0,86241.9,86368.0,86241.9,32
2025-12-01 04:10:00+00:00,24.317629769999968,86255.8185,86300.0,86140.5,86300.0,86114.5,302
2025-12-01 04:11:00+00:00,0.23088028000000002,86224.7735,86140.6,86170.9,86340.0,86140.6,45
2025-12-01 04:12:00+00:00,0.5562540799999999,86193.3594,86170.9,86163.6,86258.0,86163.5,37
2025-12-01 04:13:00+00:00,10.894571260000005,86025.5163,86163.6,85999.9,86248.0,85968.3,377
2025-12-01 04:14:00+00:00,1.4078464199999994,86083.0159,85999.9,86025.5,86156.0,85999.9,132
2025-12-01 04:15:00+00:00,1.6090281800000001,86033.3967,86158.0,86025.5,86158.0,86015.2,54
2025-12-01 04:16:00+00:00,10.408153569999994,85944.8154,86025.5,85903.3,86130.0,85901.3,157
2025-12-01 04:17:00+00:00,5.617484909999999,85963.5975,85903.2,85935.2,86086.0,85903.2,74
2025-12-01 04:18:00+00:00,7.126311,85974.5478,85935.2,85987.3,86089.0,85935.1,72
2025-12-01 04:19:00+00:00,0.4112819200000001,86080.0699,85987.3,86019.8,86121.0,85987.2,36
2025-12-01 04:20:00+00:00,0.5907123399999998,86035.7591,86019.9,85994.9,86087.0,85994.9,27
2025-12-01 04:21:00+00:00,6.727592410000001,85962.5696,86068.0,86074.0,86074.0,85942.6,77
2025-12-01 04:22:00+00:00,1.0131482399999998,85939.7279,85970.1,86009.0,86072.0,85887.3,58
